1020855,2020-03-28 10:00:00,2020-03-28 12:00:00,Howard Terminal CBA Steering Committee Meeting
1020861,2020-04-02 16:00:00,2020-04-02 18:00:00,Howard Terminal CBA Education Topic Cohort Meeting
1020859,2020-04-02 18:00:00,2020-04-02 20:00:00,Oakland Virtual Town Hall
1020863,2020-04-11 10:00:00,2020-04-11 12:00:00,Howard Terminal CBA Culture & History Topic Cohort Bi-Monthly Meetings
1020863,2020-04-11 10:00:00,2020-04-11 12:00:00,Howard Terminal CBA Culture & History Topic Cohort Bi-Monthly Meetings
1020867,2020-04-13 16:00:00,2020-04-13 18:00:00,Howard Terminal CBA Transportation Topic Cohort Meeting
1020869,2020-04-15 18:00:00,2020-04-15 20:00:00,Howard Terminal CBA Community Health & Safety Topic Cohort Meeting
1020871,2020-04-17 14:00:00,2020-04-17 15:00:00,YouTube Live Stream Hosted by Rita Forte with Special Guest Loren Taylor in Discussion on Black Owned Businesses in East Oakland
1020617,2020-04-22 00:00:00,2020-04-22 23:59:59,Oakland Earth Day
1020873,2020-04-23 18:00:00,2020-04-23 20:00:00,Oakland Virtual Town Hall
1020873,2020-04-30 18:00:00,2020-04-30 20:00:00,Oakland Virtual Town Hall
1020873,2020-05-07 18:00:00,2020-05-07 20:00:00,Oakland Virtual Town Hall
1020877,2020-05-09 10:00:00,2020-05-09 11:00:00,District 6 Matters: Virtual Town Hall Saturday, May 9th 10 am
1020863,2020-05-09 10:00:00,2020-05-09 12:00:00,Howard Terminal CBA Culture & History Topic Cohort Bi-Monthly Meetings
1020873,2020-05-14 18:00:00,2020-05-14 20:00:00,Oakland Virtual Town Hall
1020879,2020-05-29 13:00:00,2020-05-29 16:00:00,Head Start Drive-By Parade
1020881,2020-06-11 18:00:00,2020-06-11 19:30:00,A Conversation on Structural Racism and Police Reform in Oakland
1020863,2020-06-13 10:00:00,2020-06-13 12:00:00,Howard Terminal CBA Culture & History Topic Cohort Bi-Monthly Meetings
1020883,2020-06-22 18:00:00,2020-06-22 19:30:00,Town Hall Discussion: Homeless Encampment Management Policy
1020885,2020-06-24 18:00:00,2020-06-24 19:00:00,KQED On Common Ground: Black Businesses through Pandemic and Protest
1020863,2020-07-11 10:00:00,2020-07-11 12:00:00,Howard Terminal CBA Culture & History Topic Cohort Bi-Monthly Meetings
1020865,2020-07-18 10:00:00,2020-07-18 12:00:00,Howard Terminal CBA Culture & History Bi-Monthly Meeting
1020875,2020-07-20 18:00:00,2020-07-20 20:00:00,Howard Terminal CBA Transportation Topic Cohort Bi-Monthly Meeting
1020875,2020-07-20 18:00:00,2020-07-20 20:00:00,Howard Terminal CBA Transportation Topic Cohort Bi-Monthly Meeting
1020865,2020-07-22 10:00:00,2020-07-22 12:00:00,Howard Terminal CBA Culture & History Bi-Monthly Meeting
1020875,2020-08-03 18:00:00,2020-08-03 20:00:00,Howard Terminal CBA Transportation Topic Cohort Bi-Monthly Meeting
1020889,2020-08-08 08:00:00,2020-08-08 10:00:00,Physical Ability Test (PAT) Workshop
1020893,2020-08-08 10:00:00,2020-08-08 11:30:00,Envisioning Equitable Economic Development & Employment Webinar
1020891,2020-08-18 18:00:00,2020-08-18 19:00:00,Bicyclist & Pedestrian Advisory Commission (BPAC) Virtual Open House / Meet and Greet
